sample1	sample2	N_informative_sites	discordance	log_p	N_fit_iteration	N_generation	N_state_transition	seq_shared_best_traj	fract_sites_IBD
sid10	sid42	108	0.8611	-2.64282e+02	5	0.141	0	0.00000	0.01010
sid10	sid43	88	0.7045	-2.49814e+02	5	4.381	0	0.00000	0.13285
sid10	sid44	128	0.9375	-2.72796e+02	5	0.002	0	0.00000	0.00000
sid10	sid45	87	0.8506	-2.26619e+02	5	2.763	0	0.00000	0.00921
sid10	sid46	123	0.9350	-2.64099e+02	5	0.358	0	0.00000	0.00005
sid10	sid47	120	0.9083	-2.64569e+02	5	0.004	0	0.00000	0.00000
sid10	sid48	107	0.8972	-2.50677e+02	5	0.117	0	0.00000	0.00001
sid10	sid49	115	0.8957	-2.61679e+02	5	0.165	0	0.00000	0.00001
sid10	sid50	96	0.8750	-2.38882e+02	5	0.417	0	0.00000	0.00001
sid10	sid51	95	0.8737	-2.36359e+02	5	0.428	0	0.00000	0.00001
sid10	sid52	102	0.7647	-2.52895e+02	5	3.016	0	0.00000	0.01967
sid10	sid53	112	0.7768	-2.69560e+02	5	0.468	0	0.00000	0.00000
sid10	sid54	96	0.7708	-2.63247e+02	5	2.570	0	0.00000	0.01230
sid10	sid55	95	0.8737	-2.35334e+02	5	0.387	0	0.00000	0.00001
sid10	sid56	115	0.7739	-2.76328e+02	5	3.258	0	0.00000	0.00131
sid10	sid57	96	0.8958	-2.44264e+02	5	0.216	0	0.00000	0.00000
sid10	sid58	93	0.8710	-2.35973e+02	5	1.245	0	0.00000	0.00100
sid10	sid59	95	0.8737	-2.36359e+02	5	0.428	0	0.00000	0.00001
sid10	sid60	93	0.8710	-2.33486e+02	5	0.432	0	0.00000	0.00001
sid10	sid61	89	0.8539	-2.17917e+02	5	0.045	0	0.00000	0.00000
sid10	sid62	95	0.8737	-2.36359e+02	5	0.428	0	0.00000	0.00001
sid10	sid63	97	0.8763	-2.39129e+02	5	0.265	0	0.00000	0.00001
sid10	sid64	94	0.8723	-2.34872e+02	5	0.428	0	0.00000	0.00001
sid10	sid65	96	0.8750	-2.38882e+02	5	0.417	0	0.00000	0.00001
sid10	sid66	88	0.8750	-2.33193e+02	5	1.977	0	0.00000	0.04724
sid10	sid67	96	0.8750	-2.38882e+02	5	0.417	0	0.00000	0.00001
sid10	sid68	88	0.7500	-2.51214e+02	5	3.625	2	0.05550	0.15777
sid10	sid69	99	0.8586	-2.41823e+02	5	0.434	0	0.00000	0.00001
sid10	sid70	84	0.8333	-2.20737e+02	5	3.188	0	0.00000	0.01187
sid10	sid71	90	0.8444	-2.34257e+02	5	1.629	0	0.00000	0.06041
sid10	sid72	96	0.8750	-2.38882e+02	5	0.417	0	0.00000	0.00001
sid10	sid73	87	0.8736	-2.31160e+02	5	1.973	0	0.00000	0.04718
sid10	sid74	94	0.9043	-2.34642e+02	5	0.486	0	0.00000	0.00004
sid10	sid75	105	0.8476	-2.61105e+02	5	0.058	0	0.00000	0.00665
sid10	sid76	86	0.8488	-2.26616e+02	5	2.818	0	0.00000	0.00989
